#Table1
ra,dec,z
162.10449,38.352826,0.02556949
162.10677,21.885124,0.02116954
162.10723,37.974289,0.01148084
162.10972,21.813369,0.02419617
162.11,6.9711727,0.0269882
162.11051,6.9670531,0.0270869
162.11098,24.026869,0.02560015
162.1116,26.587396,0.02124202
162.11371,26.583807,0.02099024
162.11548,22.612817,0.02355004
162.11625,38.397177,0.02550224
162.12034,7.0372932,0.02713642
162.12835,16.261391,0.02156753
162.13299,45.689997,0.01328514
162.14119,16.273206,0.0215042
162.14736,41.645753,0.02501558
162.14746,26.790896,0.02172793
162.14854,29.704883,0.02912362
162.15165,-0.23600393,0.02600579
162.15402,19.02441,0.0279932
162.15802,66.362029,0.02180182
162.15934,40.816673,0.02548662
162.16329,21.739032,0.02455867
162.17233,44.317171,0.02522014
162.17797,-0.03493594,0.0121538
162.18075,26.033295,0.02522823
162.18085,12.042515,0.026698
162.1842,26.053646,0.02568513
162.18637,38.77672,0.02491619
162.188,18.751595,0.02980426
162.19505,26.770048,0.0215219
162.19732,4.7682125,0.02574029
162.19933,-0.34604594,0.01620855
162.19939,66.090459,0.02175434
162.20269,18.672693,0.02949889
162.20423,-0.98736956,0.02614697
162.20628,51.44215,0.02544891
162.2171,26.94873,0.02244812
162.2187,50.03668,0.0230175
162.22245,43.002737,0.01095895
162.22287,16.316041,0.02276016
162.2255,23.03531,0.02439052
162.22865,-0.70932096,0.02603709
162.24298,66.094589,0.01095387
162.25022,15.939616,0.02034949
162.25071,22.288204,0.02542359
162.25088,66.370376,0.02167348
162.2538,60.126721,0.02214377
162.25838,-0.71728396,0.02611633
162.26145,18.564083,0.02120573
162.26336,27.937509,0.01395862
162.28277,25.232809,0.02070276
162.29418,43.346044,0.0261276
162.29633,15.978916,0.02228939
162.29663,11.149266,0.02667354
162.30058,22.015976,0.02546069
162.30244,37.467241,0.02480852
162.30858,15.809169,0.01914404
162.30893,50.953576,0.0251565
162.31609,59.876663,0.02831857
162.32261,51.916739,0.02480268
162.32293,12.654048,0.02165594
162.32685,58.345138,0.0280867
162.33031,37.876139,0.02526234
162.33761,15.143038,0.02302967
162.34049,12.9056,0.01012649
162.34118,26.402807,0.02072941
162.34442,43.312686,0.02566437
162.34878,43.307511,0.02601083
162.34917,48.064116,0.02791944
162.35416,57.335635,0.01383854
162.35831,16.162333,0.02089146
162.35855,15.8479,0.01889162
162.35983,12.324764,0.02400455
162.36176,42.247614,0.02409969
162.36192,15.850789,0.01921599
162.36325,12.201003,0.02336064
162.36352,21.780332,0.02381246
162.365,16.218556,0.02263975
162.36826,4.7993908,0.02626976
162.37025,26.039611,0.02168198
162.37579,51.921383,0.02425479
162.38118,42.570881,0.02417649
162.38154,4.0072734,0.01927708
162.38192,19.214236,0.02795207
162.38595,47.933231,0.02805609
162.39589,47.983194,0.02730968
162.39929,51.857817,0.024119
162.39939,51.096622,0.02556717
162.40344,38.452305,0.02793419
162.40361,12.877564,0.02690559
162.40567,12.875244,0.02694294
162.40608,16.294079,0.02009348
162.41245,44.865369,0.02676689
162.41394,43.580817,0.02479367
162.42373,16.279146,0.02191385
162.42425,16.224925,0.02410305
162.42585,19.341568,0.02999548
162.43483,16.242192,0.02060656
162.43731,21.405298,0.01755659
162.4558,16.186438,0.02249692
162.45866,51.187509,0.02225506
162.46191,-2.2245319,0.01029874
162.46684,8.7282438,0.02313413
162.47487,12.064587,0.02377516
162.4756,63.61769,0.02577247
162.47904,19.2166,0.0279353
162.4791,18.687617,0.02028349
162.49017,51.869685,0.0239279
162.49058,65.581061,0.01151667
162.49093,51.841468,0.02406364
162.49449,36.414987,0.02326523
162.49574,38.037301,0.02642294
162.49849,50.479205,0.02334121
162.50112,38.310845,0.02412364
162.50634,36.256769,0.02190118
162.51341,51.345338,0.02504488
162.52188,16.229046,0.02091321
162.52301,65.837619,0.01082588
162.53036,36.341831,0.02393741
162.53151,26.456915,0.02084943
162.53178,8.9167008,0.0225173
162.53499,8.8611137,0.0211785
162.53583,41.44414,0.02365599
162.5371,5.3272346,0.02588632
162.5439,38.164612,0.02583435
162.54929,38.16487,0.0260245
162.55569,22.220194,0.02226727
162.55734,28.584198,0.01586544
162.55769,51.944993,0.02496187
162.56846,8.2147515,0.02173782
162.57189,3.5126015,0.0220224
162.57292,15.968897,0.02316632
162.57353,37.956213,0.02576108
162.57438,18.837966,0.02982369
162.58264,16.312656,0.02111715
162.58924,8.7469896,0.01962789
162.58997,41.464025,0.02376404
162.59251,45.656035,0.02217768
162.59385,26.731019,0.02174452
162.5947,26.734981,0.02167294
162.5953,20.267138,0.0197254
162.59782,12.671793,0.0271469
162.5983,29.812753,0.02992832
162.60043,29.806039,0.02933984
162.60549,7.0431403,0.01660529
162.60711,8.7531945,0.02088957
162.60837,15.636046,0.02265748
162.62164,26.342849,0.02058471
162.62724,12.50229,0.02690117
162.62727,8.7596394,0.02229113
162.6315,20.333671,0.01527535
162.63327,47.850735,0.02839576
162.63502,47.96863,0.02832045
162.63617,15.911989,0.02103755
162.64207,48.693451,0.02795906
162.64592,1.7988062,0.02806826
162.64852,8.7998093,0.02237976
162.65216,8.5584609,0.02155085
162.65451,65.723662,0.01097506
162.65509,60.871616,0.02766951
162.6596,12.296194,0.02104798
162.66037,12.535771,0.02647468
162.66084,37.965673,0.02490304
162.66564,8.0895151,0.02751041
162.66601,65.727219,0.01133936
162.67599,31.855449,0.01068421
162.67751,28.123427,0.02041791
162.67891,51.978141,0.02487246
162.68767,3.5135106,0.01811519
162.68804,46.842324,0.02491309
162.69736,61.444297,0.01700293
162.69962,11.98301,0.02210345
162.70734,15.329602,0.02136173
162.70874,16.428172,0.02196546
162.71351,37.91814,0.0266993
162.71701,30.054574,0.01983085
162.7182,57.585336,0.02686908
162.71946,11.847121,0.02209425
162.72588,51.819548,0.02484111
162.72756,12.95195,0.02284034
162.72843,8.51461,0.02235037
162.73058,6.8746233,0.02600029
162.7347,8.7586878,0.02208361
162.7362,51.87879,0.02398387
162.74329,25.228013,0.02064876
162.74346,10.753678,0.02178161
162.7436,38.207416,0.0259565
162.75002,14.946281,0.02171791
162.75032,25.172129,0.02076894
162.75259,36.196504,0.0234783
162.75379,-2.3828761,0.02195355
162.75416,49.896284,0.02240568
162.75426,36.192582,0.02379719
162.75515,12.260542,0.02082972
162.75718,8.4734927,0.02174149
162.75836,11.626134,0.02192742
162.76248,65.781576,0.01077923
162.76862,22.099922,0.02539038
162.77342,6.9801917,0.02614501
162.7748,13.311679,0.02269256
162.7769,23.698862,0.02406907
162.77758,34.77434,0.02361932
162.77797,59.599189,0.01855577
162.77828,23.697576,0.02428311
162.78113,48.733815,0.02839248
162.78395,9.025414,0.02267605
162.79074,8.6942306,0.02152866
162.7948,20.170443,0.01398774
162.79676,47.971137,0.02799891
162.79702,18.800716,0.01988696
162.79939,25.314054,0.02104929
162.80093,25.312568,0.02096778
162.80315,27.549751,0.01372806
162.82847,12.958857,0.02677919
162.82949,15.954418,0.02186904
162.82987,8.3554653,0.02159245
162.82992,14.215219,0.02208111
162.83306,14.023437,0.01027332
162.83337,53.165392,0.0256162
162.83514,16.831913,0.02161249
162.83615,8.4450053,0.02096621
162.83623,65.681829,0.01075693
162.83942,50.997454,0.02551741
162.84683,50.930933,0.02429312
162.84739,2.2182337,0.02221772
162.84947,8.3468239,0.02149488
162.85008,8.6614831,0.01998312
162.85268,8.5574268,0.02314516
162.85297,49.638857,0.02286755
162.85523,19.014403,0.02959409
162.85804,18.849532,0.02987018
162.85969,8.2986918,0.02128928
162.86272,51.009878,0.02623655
162.86362,18.786735,0.02036424
162.86496,65.632535,0.01109833
162.8677,8.824147,0.02273134
162.8715,9.2819928,0.02611842
162.87248,8.678141,0.02178037
162.87294,9.2795129,0.02666041
162.87531,9.210403,0.02680588
162.87876,16.838215,0.02229732
162.88171,35.871114,0.02418814
162.8871,51.013835,0.02393158
162.89063,8.1648719,0.02040764
162.8911,25.518601,0.02080945
162.89774,47.951973,0.02804318
162.90644,2.095039,0.01704137
162.91146,10.093273,0.02672466
162.91607,42.103219,0.02569094
162.92249,9.1404881,0.02658607
162.92396,18.480829,0.02030548
162.92848,7.2946837,0.02310755
162.9297,41.09983,0.02184539
162.93182,51.022151,0.02498891
162.9327,8.8014115,0.0223967
162.93301,3.9977716,0.01710494
162.93532,51.025083,0.02352214
162.93536,15.963882,0.02277159
162.93995,8.5573646,0.0204405
162.94543,10.099029,0.02677457
162.94811,58.268858,0.02785265
162.94967,10.866212,0.02691756
162.95127,43.764131,0.01108551
162.95277,47.502025,0.01669909
162.95285,12.242426,0.02193622
162.95583,16.000427,0.02251022
162.95788,53.304246,0.01132277
162.96005,18.745396,0.02943867
162.96532,44.123333,0.01634359
162.9664,22.238947,0.02585422
162.96941,0.55409033,0.01861006
162.97164,51.004444,0.02819427
162.97379,10.099292,0.02639348
162.97382,51.006505,0.02761279
162.97959,37.590042,0.02600321
162.98464,50.954874,0.02546965
162.99177,3.7920628,0.01209809
162.99467,39.968812,0.02989461
162.99671,8.9448746,0.02218138
163.00107,3.8358296,0.01199475
163.00323,50.843026,0.02603896
163.01011,9.5858671,0.01988515
163.01179,11.697041,0.02742678
163.02046,34.647649,0.02854876
163.02403,8.500507,0.02220613
163.0247,35.984261,0.0238907
163.02827,-0.56081157,0.01846641
163.0283,3.9020125,0.01263654
163.02893,4.4739706,0.01948803
163.03009,5.1510428,0.02236745
163.03179,25.422756,0.02095175
163.03257,46.575888,0.02158147
163.0331,10.377307,0.02215278
163.03768,8.6685859,0.02115612
163.03955,42.991438,0.02492602
163.04069,12.795345,0.0182658
163.04205,8.7012407,0.01950674
163.05639,8.8531358,0.02189622
163.05729,8.355225,0.02052328
163.05781,26.009547,0.02166551
163.05933,10.259476,0.02154969
163.06151,50.561114,0.02576671
163.06385,49.695721,0.0227975
163.07248,8.4727735,0.02356353
163.07419,61.379615,0.01675058
163.10007,50.909921,0.02538016
163.10013,48.201583,0.02200197
163.10447,59.685534,0.02772274
163.10717,8.5575923,0.02059796
163.10811,19.030926,0.02839402
163.10823,10.547246,0.02162868
163.10858,10.455084,0.02062285
163.1137,7.5878572,0.02139688
163.11388,8.0731375,0.02223892
163.11457,8.0940384,0.02180672
163.11552,-0.6067328,0.02149814
163.11566,45.887919,0.01884172
163.11924,15.619841,0.01838025
163.11925,45.88919,0.01907646
163.1194,22.275415,0.02408582
163.12056,10.488956,0.02190056
163.12061,7.9042758,0.02056629
163.12965,7.2249132,0.02173732
163.12969,53.077289,0.01521942
163.1327,39.725062,0.02183888
163.13653,10.984171,0.02696992
163.13678,8.8343547,0.02185259
163.13715,3.0191803,0.01909384
163.13926,10.019095,0.02124072
163.14631,47.906346,0.02791857
163.15582,8.0067173,0.02165328
163.15721,7.0245104,0.02136101
163.15815,7.0281876,0.02165751
163.16504,32.356226,0.02529273
163.17243,66.172894,0.01148017
163.18153,7.4469704,0.02251147
163.18303,51.082841,0.02430332
163.18569,47.911963,0.02796578
163.1861,43.912206,0.01109162
163.19847,49.612583,0.02262327
163.214,14.287441,0.02153312
163.2164,5.6229838,0.0226006
163.21826,2.7362894,0.01988144
163.21913,43.428398,0.02423712
163.22326,4.5061874,0.01965803
163.23035,11.537465,0.0280355
163.23579,48.974066,0.02105289
163.24024,4.6241281,0.01931859
163.24166,43.410475,0.02559117
163.24541,7.9257643,0.02228094
163.24637,7.6202164,0.01128021
163.24875,10.710075,0.0218956
163.24902,10.831151,0.02155568
163.25094,45.651427,0.01946143
163.27711,27.891315,0.02538161
163.29191,37.424653,0.02564078
163.29543,45.973479,0.01912264
163.30465,16.235038,0.02215818
163.3103,26.886492,0.02092608
163.31115,25.897217,0.02115516
163.312,26.887018,0.02121215
163.31466,33.117063,0.01194159
163.3176,11.638904,0.02779101
163.32053,62.300619,0.02576494
163.32064,43.450948,0.02583455
163.32162,12.777442,0.02180745
163.32647,65.702651,0.01093547
163.32772,21.819784,0.02366063
163.33532,-0.60517934,0.0183028
163.33649,-0.60638107,0.01849591
163.3418,31.324149,0.01147138
163.34518,12.774042,0.02157583
163.34781,43.031386,0.01984101
163.35842,4.5040265,0.0190014
163.37067,43.507267,0.02421525
163.3761,-1.2764127,0.02862793
163.37645,18.930591,0.02842875
163.37741,39.777006,0.02823653
163.37986,7.4618916,0.01128344
163.38138,18.482867,0.02013523
163.38792,8.6520861,0.02057512
163.38798,9.3192302,0.02965967
163.39627,45.061956,0.01956813
163.39965,50.772363,0.02612586
163.41056,26.909875,0.02109995
163.41574,43.623629,0.02570641
163.41804,50.963172,0.02459089
163.42038,49.179803,0.0217008
163.42342,27.179038,0.02138975
163.42541,5.2907887,0.02379207
163.43765,39.262001,0.01760111
163.44378,46.218922,0.02499851
163.45981,27.075435,0.02582044
163.46053,29.823298,0.02929503
163.46078,26.698054,0.02180049
163.4678,21.763783,0.01620704
163.4718,17.511576,0.02155714
163.48,62.489047,0.01593969
163.48045,26.936283,0.02181705
163.48509,26.908978,0.02106878
163.48694,46.518627,0.02280512
163.49936,49.659711,0.02207281
163.50527,27.093727,0.02020521
163.51514,17.28194,0.01955524
163.51827,6.7253824,0.02654268
163.52456,16.612579,0.02154737
163.52901,53.02981,0.02148451
163.52958,37.349665,0.01777118
163.53051,4.9402017,0.01971783
163.53908,32.449436,0.02248902
163.5417,13.732012,0.02166458
163.54539,44.624259,0.0245428
163.55343,32.413855,0.02240955
163.55394,49.222876,0.021378
163.55569,-3.0037361,0.01619442
163.56219,41.118965,0.02606647
163.56488,46.522463,0.0216153
163.56982,49.03804,0.02252096
163.57228,47.564442,0.02150174
163.58013,35.990703,0.02575282
163.59017,2.1934255,0.0261555
163.59192,17.169621,0.01151298
163.59483,26.895947,0.02161878
163.59896,47.480372,0.02210663
163.60245,43.753792,0.02606139
163.6081,35.955828,0.02403309
163.61008,44.853668,0.02366106
163.6117,59.036807,0.02793595
163.62268,50.577552,0.02488582
163.62324,45.685296,0.01922112
163.6267,57.369341,0.02899609
163.62857,36.16592,0.02559744
163.62972,9.0272892,0.02885983
163.63403,5.2075114,0.02410518
163.63574,50.778064,0.02516713
163.637,49.221127,0.02236916
163.63786,50.78007,0.02486686
163.64007,46.525227,0.02256212
163.64114,42.139884,0.02392393
163.64428,9.4772781,0.01200419
163.6585,47.470287,0.02210648
163.66286,40.534582,0.02454774
163.66316,42.53431,0.02384968
163.67307,47.451939,0.02172312
163.67389,45.185711,0.0254978
163.67824,16.078043,0.02126165
163.67929,46.55401,0.02221279
163.68222,14.817766,0.02743179
163.68671,50.744102,0.02483491
163.68969,48.057531,0.02232838
163.69139,45.619883,0.0192955
163.69365,12.300053,0.01670408
163.69954,2.9479637,0.02223703
163.70104,47.471093,0.02283068
163.70139,61.289876,0.01725725
163.71106,48.699502,0.02307895
163.71416,16.15464,0.02123058
163.72041,26.532176,0.02174184
163.721,29.841318,0.02949047
163.7238,48.944548,0.0216862
163.72382,48.943899,0.0215488
163.72421,14.863183,0.02696669
163.72512,29.872087,0.02978682
163.72515,47.669487,0.02244777
163.72612,66.028994,0.01150628
163.72638,10.047272,0.02699067
163.73284,50.960849,0.02453935
163.73319,26.96915,0.02056357
163.73481,41.498431,0.02462758
163.74537,35.847576,0.02395415
163.74989,48.253718,0.0219948
163.77192,49.078831,0.0229992
163.77898,40.567019,0.02479363
163.78283,37.443285,0.02555466
163.78317,50.925045,0.02436931
163.78702,3.6769179,0.01216434
163.78757,21.771897,0.02394087
163.7928,49.371529,0.02218493
163.79372,24.808944,0.02104046
163.79408,4.8194477,0.02537117
163.79525,54.636115,0.01465645
163.80006,30.053391,0.02412492
163.80258,5.8625598,0.01165134
163.80892,48.724334,0.02191946
163.81033,48.726086,0.02208962
163.81106,4.8232138,0.02568934
163.81658,37.428563,0.02515069
163.81741,6.9287706,0.02735853
163.81824,5.2060964,0.01954344
163.82433,34.638601,0.02880534
163.82568,37.112084,0.02459501
163.82585,24.392127,0.02034806
163.82722,26.197066,0.02085323
163.82732,23.618618,0.02116288
163.82874,48.423824,0.02216848
163.83974,35.843092,0.02394108
163.8478,49.953266,0.02352373
163.85072,36.658501,0.02605641
163.86755,43.099114,0.02973001
163.86896,57.906121,0.02321819
163.87816,57.904499,0.02337724
163.88072,10.539836,0.02132184
163.88543,44.953412,0.01959884
163.88801,42.299944,0.02505258
163.89053,27.081552,0.02123875
163.89206,27.083802,0.02137972
163.89831,36.195268,0.02633103
163.89961,4.3775472,0.02209118
163.90228,32.624145,0.02297881
163.9042,47.577325,0.02253447
163.90435,25.536663,0.02440574
163.90444,39.773326,0.01169056
163.91064,39.555533,0.02507556
163.91237,49.889085,0.02320193
163.91256,47.50963,0.02213635
163.91547,4.3689405,0.02189657
163.91897,19.943081,0.01168792
163.93182,2.6617989,0.01231166
163.94767,27.671349,0.02997062
163.95197,45.982933,0.02219185
163.95789,29.521582,0.02169694
163.96175,49.678098,0.02361394
163.97083,26.57914,0.02181936
163.97677,27.277874,0.01075887
163.97971,13.938064,0.02378983
163.98026,36.861519,0.02180337
163.98546,60.654727,0.02981646
163.98692,26.635207,0.02194069
163.98727,-0.005119838,0.02609216
163.99026,42.294746,0.02480204
163.99528,53.838657,0.0293163
163.99872,62.245335,0.01596083
164.00034,49.952867,0.02361907
164.01094,0.66203725,0.01879848
164.0123,40.812858,0.02179252
164.01862,5.0792095,0.02252664
164.02368,36.960033,0.02160746
164.03921,46.894923,0.02908346
164.04008,47.392494,0.0214892
164.04568,47.392456,0.0217389
164.04751,49.938421,0.02305002
164.04899,46.880684,0.02858984
164.05184,29.014489,0.01403541
164.05569,10.962738,0.02162505
164.06449,15.223575,0.02715966
164.06607,46.262076,0.02527396
164.0669,42.333142,0.02497876
164.07286,21.35968,0.01054975
164.07521,46.86539,0.02851591
164.09517,18.342236,0.02996763
164.0976,19.679021,0.01216442
164.10158,40.173889,0.017103
164.102,24.274574,0.02045668
164.11019,60.692148,0.02952342
164.11122,8.9121694,0.02106708
164.11506,24.569063,0.02147863
164.11726,39.814571,0.0238696
164.12264,40.881841,0.02486402
164.13817,35.374821,0.02552706
164.14123,41.458355,0.02428558
164.14227,39.882466,0.01726199
164.14359,46.287894,0.01910779
164.14886,41.434508,0.02429343
164.15857,20.245739,0.0199145
164.17069,9.4186342,0.02085614
164.17621,17.771456,0.02800085
164.17669,7.2265306,0.02034478
164.1788,9.6751245,0.01893475
164.18127,42.076758,0.02562595
164.18523,47.767337,0.02197365
164.18995,9.540252,0.02100522
164.19944,5.2465965,0.02399605
164.21062,46.788558,0.01760926
164.21245,6.9061553,0.02195352
164.22255,65.665586,0.01128639
164.23508,23.778889,0.02107583
164.23752,41.213757,0.02458107
164.24716,18.225092,0.02993423
164.24765,23.853656,0.02121001
164.2497,29.751097,0.02681515
164.25108,16.260116,0.02142795
164.2512,37.394458,0.0267388
164.25891,6.920506,0.02225133
164.26509,24.428437,0.02124267
164.2656,33.300629,0.02301251
164.2711,17.503692,0.02799428
164.2755,37.242709,0.02629528
164.27647,40.095358,0.01682456
164.28429,18.222287,0.02952083
164.28591,24.180573,0.02115083
164.29462,24.372491,0.02075588
164.2984,6.2051133,0.0199717
164.31309,46.753674,0.02269157
164.31343,40.053149,0.01764288
164.317,18.201486,0.02119374
164.32177,37.530293,0.02531962
164.32433,22.392355,0.02410963
164.33874,59.325968,0.02789943
164.33882,26.821993,0.02165714
164.34411,40.931541,0.0273208
164.35025,47.510219,0.02236076
164.35259,34.67261,0.02531619
164.3615,45.819543,0.02308185
164.362,31.83939,0.02417589
164.36456,39.787778,0.01567104
164.36526,15.28044,0.02156496
164.37422,50.293148,0.02444292
164.37987,40.94615,0.02508807
164.38811,0.43770863,0.02608473
164.38871,36.383502,0.0161249
164.40312,35.198349,0.02559683
164.41081,41.054997,0.02546464
164.41294,36.686907,0.02492299
164.42052,40.019438,0.02489701
164.42476,65.59439,0.01149417
164.43326,40.349983,0.0231341
164.4348,39.779576,0.02790397
164.4351,17.955245,0.02908446
164.43748,-2.7570296,0.01873356
164.45,24.168498,0.02087355
164.46061,41.492021,0.02765621
164.47098,40.862164,0.0251058
164.4931,23.954909,0.02143491
164.49713,40.827954,0.02401033
164.49846,59.486684,0.02232994
164.49909,26.639094,0.02165034
164.50708,40.130392,0.0276298
164.51669,24.04488,0.0209619
164.51701,6.046491,0.02625141
164.5207,43.676373,0.02561799
164.52445,34.939322,0.02440526
164.52492,0.41218447,0.0259476
164.52591,41.424139,0.02538454
164.52826,33.966382,0.02163194
164.54027,40.94023,0.02538252
164.541,-0.77466422,0.02143087
164.55157,50.213443,0.02350933
164.55609,24.181039,0.02130325
164.55914,61.395321,0.02189298
164.56629,20.107514,0.01414163
164.56735,53.528159,0.02941626
164.56736,23.694632,0.02124778
164.56776,4.5835747,0.02201769
164.57086,4.792251,0.01445069
164.57486,4.660694,0.01472434
164.58156,24.254852,0.02122428
164.58343,16.157008,0.02142102
164.5852,40.788205,0.02559457
164.58565,24.191111,0.02047787
164.60003,17.221149,0.02924602
164.60943,6.5455734,0.02196282
164.6107,22.153604,0.0229812
164.61183,24.225906,0.02105529
164.61309,24.196061,0.02251423
164.61709,24.375436,0.02007462
164.61798,24.373153,0.02033316
164.61929,39.235805,0.02519664
164.62024,64.016389,0.01264433
164.6272,40.875517,0.02463179
164.62826,4.6310034,0.02217323
164.6292,24.363804,0.02062931
164.63012,-1.0068523,0.02147934
164.64352,17.422075,0.02459098
164.64921,37.988978,0.02818715
164.65167,49.748358,0.02398131
164.66267,50.190349,0.02540485
164.67964,57.719404,0.02320554
164.6805,43.320886,0.02996818
164.68708,59.510694,0.02175755
164.6903,25.140943,0.02022561
164.69067,34.596789,0.02877934
164.69544,59.486808,0.02236027
164.69876,59.486694,0.02202987
164.70187,11.105662,0.02224636
164.70624,4.254909,0.02549385
164.71573,47.302541,0.02528737
164.71748,39.302523,0.01631726
164.71975,57.04277,0.0274554
164.72242,50.166792,0.02129958
164.73782,40.033091,0.02501476
164.74758,45.362075,0.01609646
164.75009,18.538759,0.02793822
164.77074,17.548939,0.02904476
164.77319,5.0279671,0.02879368
164.77475,3.1826995,0.01366729
164.77755,14.984455,0.01958421
164.78317,48.984705,0.01862848
164.78699,18.464273,0.0203182
164.78719,49.955194,0.02404271
164.80396,44.531806,0.02954545
164.80877,44.558356,0.02937427
164.81231,14.961284,0.02551657
164.82527,28.477619,0.02139891
164.82973,0.30245108,0.01717546
164.83512,49.94429,0.02324149
164.83844,19.626739,0.02703031
164.84647,24.171275,0.0220833
164.84789,39.173664,0.0212947
164.84965,9.100575,0.02123516
164.85235,46.089537,0.02105663
164.85362,46.12867,0.0215522
164.85696,46.126502,0.02156423
164.864,46.12239,0.02216532
164.86771,50.172057,0.02826921
164.87768,18.852178,0.02012099
164.88282,-0.041665683,0.01899364
164.88754,43.837254,0.02574025
164.88901,49.985451,0.02331015
164.89847,14.735499,0.0103845
164.90686,11.647557,0.02404429
164.92071,8.0157789,0.0275159
164.92664,23.38797,0.02118906
164.92861,23.225461,0.0293234
164.93376,38.675911,0.02859982
164.94675,33.517321,0.02351926
164.94909,39.621888,0.01519624
164.96083,43.970257,0.02473117
164.96582,12.728718,0.02338963
164.96744,19.79488,0.02744571
164.96873,25.275982,0.02087221
164.97112,50.015177,0.02571347
164.97805,43.147683,0.02454654
164.98218,50.40885,0.02289459
164.98402,17.568564,0.02918159
164.9862,50.123775,0.02339101
164.98998,29.01657,0.02956536
164.99813,50.056632,0.02355719
165.00109,50.051351,0.02184282
165.00241,37.198798,0.02702456
165.01406,50.031385,0.02448926
165.01617,17.424354,0.02955618
165.01888,12.234684,0.02090738
165.02162,16.144728,0.02056723
165.03089,57.428568,0.02752977
165.03278,50.14618,0.02375707
165.04014,45.917014,0.02143702
165.04516,38.684844,0.02916214
165.05046,36.387193,0.02701554
165.05212,43.303873,0.02497072
165.06359,17.489455,0.02900914
165.06748,37.240141,0.02473695
165.07479,41.435877,0.01082225
165.07934,38.695814,0.02917563
165.07972,6.2415766,0.01553856
165.07988,4.1718774,0.02251405
165.08185,45.890024,0.02191639
165.09098,38.084122,0.02871942
165.09528,44.957201,0.02141713
165.09685,24.723842,0.0284927
165.09823,4.1965598,0.02220169
165.11247,14.866937,0.02681139
165.11269,49.962494,0.02445887
165.11389,52.250607,0.01920054
165.1167,26.975062,0.02085309
165.1178,44.261031,0.02518933
165.12187,23.399463,0.02125331
165.12869,6.5317488,0.01963924
165.13148,65.812858,0.01139329
165.13372,57.498046,0.0275216
165.13834,46.343659,0.02158179
165.13871,18.465181,0.02210567
165.14279,37.890775,0.02882337
165.14751,12.161569,0.02118536
165.14783,35.631108,0.02991915
165.14976,24.929119,0.02067831
165.15209,43.838061,0.02584691
165.15281,4.1983205,0.02288016
165.15469,4.0653019,0.01240925
165.1551,11.415316,0.02703379
165.157,57.453225,0.0275695
165.16083,23.835389,0.02120034
165.16182,50.201415,0.02317001
165.17216,11.3889,0.0278918
165.17401,4.1248888,0.01237173
165.17833,15.802069,0.02107323
165.18526,60.333959,0.01705861
165.18776,22.28774,0.02290262
165.19108,44.904732,0.02958147
165.19395,17.587541,0.02930355
165.19831,49.901875,0.02581152
165.19882,21.590924,0.02140719
165.1997,29.838456,0.02974325
165.20472,12.129594,0.02578726
165.20917,17.59469,0.02986226
165.21147,4.3915756,0.02208873
165.21599,11.012668,0.02723734
165.21616,35.673025,0.02554764
165.21821,38.107262,0.02957176
165.21881,38.104429,0.02957775
165.22405,18.142205,0.02979955
165.22519,21.681249,0.01193241
165.22761,50.556653,0.02611624
165.23443,20.685835,0.02133161
165.23477,37.92572,0.02923991
165.23596,46.402488,0.0188394
165.24634,12.200559,0.02705761
165.25756,46.565331,0.02217226
165.26132,44.888277,0.02943514
165.26768,24.621912,0.01918949
165.28201,45.652659,0.02478648
165.2868,38.153679,0.02663449
165.29714,12.474762,0.02695177
165.30131,3.5534803,0.02185979
165.3026,16.724263,0.02873833
165.30541,40.263676,0.01917022
165.31075,37.274004,0.02723952
165.32461,27.648594,0.0191752
165.33326,40.184714,0.02200351
165.34986,50.565278,0.02184955
165.35983,41.489473,0.02133753
165.36027,9.7889045,0.02717534
165.36475,27.816082,0.02999471
165.36485,36.762892,0.02728369
165.36593,27.719584,0.0297055
165.3692,11.889513,0.0267549
165.37669,37.788071,0.01172667
165.38127,25.555668,0.02097793
165.38182,38.288613,0.02896508
165.38319,4.3773389,0.02211229
165.40216,50.833184,0.02148932
165.40295,38.713221,0.02996751
165.40342,37.954343,0.02893943
165.40386,45.703435,0.02940024
165.40837,50.832213,0.02193408
165.41479,30.900992,0.02571608
165.42994,35.945078,0.0299723
165.43172,26.31286,0.02190287
165.43519,18.72151,0.0220758
165.43823,38.463228,0.02842475
165.43932,47.623139,0.02172175
165.44495,45.872598,0.02189838
165.44756,45.873808,0.02191704
165.44872,58.666402,0.01864683
165.44926,53.301017,0.01114313
165.44977,9.8973294,0.02720441
165.45305,58.664484,0.01853591
165.45352,44.813832,0.02528672
165.45446,24.197372,0.02128643
165.45577,27.145977,0.02258739
165.45651,45.148014,0.01055374
165.45665,58.664892,0.01846217
165.4577,5.3471841,0.02575575
165.46005,48.902767,0.02373961
165.4677,23.902596,0.02093844
165.46945,6.0668511,0.02175836
165.47107,3.7270925,0.02524238
165.47389,23.61171,0.02199406
165.47442,23.582498,0.02164124
165.47553,4.0464474,0.02219331
165.47622,26.441974,0.02109578
165.47636,20.851789,0.02105513
165.48141,47.095012,0.02193675
165.48242,47.095491,0.02174854
165.4834,39.319373,0.02707031
165.48401,26.291519,0.02190916
165.4872,6.2149499,0.02219581
165.49471,62.881805,0.01556771
165.49581,45.228033,0.01999631
165.50062,17.516136,0.02895674
165.50102,39.318502,0.01027002
165.50596,37.987064,0.02863168
165.50882,36.760348,0.02477094
165.50948,37.945236,0.0285019
165.51567,20.82333,0.02098334
