#Table1
ra,dec,z
186.17777,58.945297,0.01529381
186.17781,20.257819,0.01807962
186.18037,46.279007,0.02455333
186.19149,4.5023721,0.02490149
186.19414,17.500971,0.02469081
186.19575,28.780157,0.02700537
186.19733,-1.983381,0.01659783
186.19923,4.2180418,0.02497318
186.20413,8.8002883,0.02399707
186.21112,45.261911,0.02384841
186.21436,58.544654,0.01552419
186.21553,2.6251285,0.02595091
186.21832,5.3299329,0.01572054
186.23229,26.816066,0.02457205
186.23397,2.7633104,0.0263571
186.23543,2.8010848,0.02596607
186.23548,2.7791323,0.02597225
186.24219,28.583773,0.02934491
186.24661,45.969459,0.02406548
186.26177,1.794043,0.02300122
186.26309,27.374483,0.02422711
186.26362,9.3730805,0.02277078
186.27075,25.957554,0.02223073
186.27392,7.7104875,0.01508963
186.27508,-2.7667251,0.02476901
186.27839,3.7914922,0.02298527
186.28116,48.928338,0.02580984
186.28405,4.4734517,0.02519956
186.29241,48.069177,0.02639886
186.29253,45.178997,0.02381262
186.29304,45.182053,0.02403456
186.29345,25.879803,0.02214536
186.29633,45.975991,0.02292832
186.31125,45.942727,0.02188131
186.31417,45.236021,0.02414857
186.32899,45.84746,0.02426375
186.33174,9.1455779,0.02452418
186.33304,46.009506,0.025104
186.33354,45.662636,0.02392319
186.33386,28.381009,0.01505315
186.35532,23.673252,0.02790187
186.3565,29.738446,0.02698117
186.36233,45.760952,0.02412977
186.36276,54.140017,0.02070039
186.36656,8.3293563,0.02507826
186.37182,47.27318,0.02486822
186.37514,47.273315,0.02456407
186.38328,3.4379591,0.02621968
186.38414,50.035304,0.02409066
186.3849,33.952373,0.02440049
186.38551,50.035202,0.02437892
186.39147,-2.7151452,0.02844154
186.39475,45.431656,0.02411188
186.39891,45.492214,0.02494107
186.401,20.454387,0.01838906
186.40232,32.183158,0.02910221
186.40286,-2.9005192,0.02497949
186.40439,-2.8662162,0.02440938
186.40467,24.182007,0.02307185
186.40801,19.734512,0.02238599
186.40846,7.1922819,0.02510562
186.41417,8.9121587,0.02299973
186.41727,20.52847,0.01828936
186.42041,-2.9507225,0.02507616
186.42199,23.48248,0.01018266
186.42362,7.1672082,0.02386792
186.42805,47.330081,0.02456148
186.42909,9.0264675,0.02480004
186.43019,4.4181763,0.01783613
186.43701,26.766895,0.02289708
186.44243,26.082477,0.02371598
186.44274,16.635448,0.02577881
186.44291,45.290185,0.02365576
186.44465,4.5098677,0.01791502
186.44689,45.909554,0.0235479
186.45485,26.739898,0.02355335
186.45578,50.095919,0.02371059
186.46108,1.4430427,0.02336012
186.46226,8.9207948,0.02517795
186.46718,5.2103937,0.01326225
186.47104,3.4660121,0.02573115
186.47317,45.279443,0.02487177
186.47422,45.28148,0.02485804
186.47737,5.295864,0.02516973
186.48461,30.843573,0.02275093
186.49403,4.4740027,0.01848648
186.50103,-3.4652753,0.02513707
186.50944,45.892094,0.02364768
186.50966,25.79488,0.023138
186.51427,-3.0185566,0.02516428
186.51518,8.2552873,0.02455376
186.52336,8.4503873,0.02548453
186.52748,57.183627,0.02684583
186.53605,3.5601086,0.02567401
186.53656,-2.8738656,0.02637503
186.53668,28.433567,0.01495105
186.54681,-2.3606469,0.02984686
186.55609,31.395149,0.02892799
186.55623,45.538702,0.02414442
186.55978,3.4762547,0.02577538
186.56017,0.26721967,0.02264536
186.56115,-0.98933346,0.02416631
186.5655,5.4765029,0.01387112
186.56591,8.588708,0.02554256
186.57185,27.871169,0.02509063
186.57397,26.831128,0.02385907
186.58144,27.50424,0.02822945
186.58225,1.7243369,0.02299504
186.58551,7.4601645,0.02486188
186.59204,24.28134,0.02167873
186.59284,25.886315,0.02111429
186.60166,8.2497419,0.02516646
186.6027,7.5043763,0.02555276
186.61,45.30887,0.02376193
186.61133,6.7084008,0.01395419
186.61155,49.111105,0.01182773
186.61492,6.4822705,0.02531253
186.61603,25.888889,0.02296282
186.61785,9.0239876,0.02473754
186.61789,9.0198472,0.02506893
186.6219,47.251231,0.0248749
186.62222,9.1873361,0.02493121
186.62586,8.0609119,0.02484111
186.63159,8.9757303,0.02451829
186.63185,9.1230731,0.0241348
186.6368,9.0500515,0.02281653
186.64517,52.992945,0.02170969
186.64552,57.830782,0.01022303
186.64788,9.035441,0.02489365
186.65665,26.436314,0.02391087
186.6608,29.631085,0.02187871
186.66368,29.63301,0.02208343
186.66993,9.0148559,0.02393765
186.6717,45.175046,0.02368598
186.67258,31.935561,0.02978371
186.67332,8.7422873,0.02525296
186.67395,45.175508,0.02373228
186.6832,56.069679,0.01525372
186.68327,-3.0933065,0.02492425
186.68349,56.071009,0.0154565
186.68361,29.423623,0.02232698
186.6838,28.590969,0.01460446
186.68453,9.048442,0.02313675
186.68569,10.91858,0.02547997
186.68725,37.462915,0.02719318
186.68782,27.912336,0.01464808
186.68928,28.05775,0.01563587
186.69236,21.262946,0.01917638
186.69544,46.246907,0.02532892
186.70084,45.877805,0.02442914
186.70816,9.0147979,0.02534846
186.71348,5.8053882,0.02506411
186.7267,26.690079,0.02225311
186.72715,5.4743579,0.02552389
186.73111,37.908974,0.02262225
186.7323,46.14543,0.02425297
186.73454,48.27584,0.026403
186.73471,9.5443205,0.02516943
186.73507,32.147566,0.02917214
186.73942,50.396408,0.02936228
186.74668,8.9587512,0.02438412
186.74782,22.639583,0.02276011
186.75301,45.505667,0.02390111
186.76199,48.299006,0.02602454
186.76298,29.538387,0.02210354
186.76538,-1.5159455,0.02940161
186.77757,6.4259296,0.02537716
186.77822,16.591333,0.02577423
186.78211,-1.3541914,0.02923807
186.78272,9.2190437,0.02539646
186.78435,14.238859,0.02426952
186.78448,58.658781,0.01454125
186.78599,26.959372,0.02596196
186.78649,28.956533,0.02541215
186.78657,16.325409,0.020727
186.79197,26.957419,0.02558765
186.80064,9.4098877,0.02543879
186.8042,48.114833,0.0168008
186.80678,8.9017068,0.02462331
186.80711,9.7085085,0.02451081
186.80999,-2.0371578,0.02181603
186.81559,32.069967,0.02967242
186.81565,8.6095588,0.02393282
186.81757,16.49905,0.02056039
186.81956,50.094896,0.02393196
186.81962,2.1146824,0.02376581
186.82863,48.260844,0.02603574
186.82937,7.2840641,0.02512199
186.83218,24.959426,0.02274116
186.83595,18.715468,0.02346156
186.84543,-2.7518439,0.02492506
186.85429,-0.043921653,0.02330861
186.85913,32.060138,0.01118
186.86712,42.341271,0.02436075
186.8673,9.3231127,0.02407209
186.87032,9.096238,0.02544934
186.87125,9.0433581,0.02516817
186.87284,26.103179,0.0243186
186.87823,49.004034,0.02586067
186.8799,52.19727,0.02806542
186.8874,6.2333595,0.02134703
186.89372,27.739935,0.02316798
186.89488,-1.7793956,0.02465655
186.89777,26.539867,0.02131383
186.90045,9.2002064,0.02529332
186.90932,40.383128,0.02268248
186.91525,40.613613,0.02333225
186.92441,28.698077,0.02340717
186.9315,44.816948,0.02328921
186.9323,33.579978,0.02212335
186.94719,22.562128,0.02254995
186.95976,26.993526,0.02378273
186.96065,27.380688,0.02554625
186.96646,24.942179,0.02279099
186.97424,6.6678839,0.02531797
186.97693,64.613469,0.01132887
186.98029,-2.200285,0.02485084
186.98111,28.574895,0.01996684
186.98189,1.1162298,0.02399185
186.99048,54.513234,0.01843023
186.99696,9.9060491,0.02515383
187.00133,56.899013,0.02714889
187.00586,4.2914048,0.0139913
187.0242,41.871062,0.01259589
187.0283,13.911754,0.02437512
187.03127,12.778172,0.02436826
187.03615,20.179541,0.02259879
187.04937,0.80553583,0.01825205
187.05222,13.899228,0.02391634
187.05643,13.570682,0.02012645
187.05864,7.6078893,0.02471378
187.05896,44.453248,0.02326254
187.06231,25.432629,0.02315161
187.06325,7.6050944,0.02500543
187.06451,48.188658,0.0260701
187.08773,39.900994,0.02292974
187.10215,26.783669,0.02146994
187.10296,44.630068,0.02303762
187.11303,0.14238911,0.0229938
187.11509,28.673455,0.01485429
187.13057,23.304937,0.02175551
187.14562,18.590173,0.02354969
187.14996,7.4882377,0.02514784
187.15097,31.481969,0.02293145
187.15647,49.202166,0.02393177
187.16756,1.9074216,0.02930048
187.16859,14.787967,0.0239418
187.17602,43.625815,0.02419201
187.17603,44.09813,0.02385988
187.17729,43.627165,0.02438012
187.19262,46.520665,0.025142
187.20295,9.014948,0.0215902
187.20868,16.364868,0.02191072
187.21218,26.700118,0.02211653
187.21789,4.2930372,0.01408137
187.2228,29.840761,0.02700325
187.22548,50.382968,0.0296858
187.2315,39.913869,0.02333876
187.24717,28.861945,0.02673206
187.24938,7.8510262,0.02484747
187.26095,27.64052,0.02333848
187.26343,27.781528,0.02298146
187.26461,23.268014,0.02158984
187.26609,27.778865,0.02337632
187.26797,43.979593,0.02371813
187.26809,42.577626,0.02563739
187.27026,27.776621,0.02372629
187.27227,3.8819752,0.01406451
187.27417,59.087947,0.02837949
187.27507,41.318916,0.02124854
187.27601,44.655248,0.02317861
187.27604,44.705313,0.02304865
187.27877,1.1540083,0.02983111
187.27901,0.58106249,0.02322227
187.28426,57.914796,0.01560316
187.2859,26.960352,0.02841811
187.28982,14.523666,0.02031404
187.29471,20.365594,0.0225198
187.29655,20.367157,0.02256055
187.31017,38.579368,0.02790103
187.3148,41.472908,0.0212264
187.31818,43.745835,0.02346973
187.33554,24.51448,0.01683906
187.34018,1.0569309,0.02318845
187.34875,8.0265795,0.02450999
187.34943,8.0253738,0.02436449
187.34994,22.363555,0.02265451
187.36648,10.928234,0.02595649
187.36693,37.345039,0.02059377
187.37173,35.215926,0.01444672
187.39457,24.017501,0.02145135
187.40173,58.021133,0.01013911
187.40289,27.785636,0.01464908
187.40841,9.4953983,0.02450832
187.4108,26.230616,0.02263745
187.41317,32.912654,0.02243109
187.42103,0.25340704,0.02306678
187.42895,4.1786439,0.02866169
187.43706,17.287507,0.01628901
187.43892,56.826337,0.01572424
187.44253,39.408105,0.02866911
187.44474,47.70555,0.02552015
187.44823,27.24334,0.02463895
187.45577,22.372141,0.02254269
187.4571,2.5192489,0.02991696
187.45746,9.6022645,0.02512416
187.4644,25.632024,0.02277333
187.46784,28.525863,0.02178813
187.47658,-0.055353702,0.02315128
187.48495,10.615348,0.02435138
187.48843,10.915242,0.02579284
187.49218,50.45801,0.02978759
187.50491,23.183806,0.02303434
187.51674,13.755802,0.02441278
187.5194,53.056036,0.02190712
187.52081,49.610843,0.01173856
187.52833,3.6918902,0.02597995
187.53066,56.086997,0.01527977
187.53569,37.555844,0.01284772
187.54764,26.43299,0.02094193
187.55039,3.5777673,0.0174754
187.55812,41.085076,0.02118651
187.56787,3.0729286,0.01365963
187.57363,47.210042,0.01420026
187.57689,6.9736472,0.02137665
187.57775,8.9660624,0.02281863
187.58622,3.7401323,0.01404586
187.58985,56.79154,0.01554819
187.59213,9.065083,0.01287642
187.59292,45.203252,0.01521516
187.59448,3.1172625,0.01543279
187.59898,30.933832,0.0230708
187.60142,18.306148,0.02347944
187.60982,10.516606,0.02537332
187.61599,14.160186,0.02015015
187.62183,38.821483,0.0238421
187.62559,36.664261,0.02264147
187.62914,13.813171,0.02315306
187.63069,6.8098888,0.02430329
187.63076,25.309501,0.02228474
187.64809,-3.4664579,0.0243144
187.65027,49.685665,0.02978328
187.65144,57.31637,0.01533201
187.65304,0.84626065,0.02298159
187.65335,22.760244,0.02304072
187.65758,0.3439149,0.02242503
187.6765,52.939636,0.02175839
187.67742,16.420601,0.02311989
187.6823,57.303431,0.01613284
187.6865,57.300278,0.01576392
187.69793,0.6358071,0.0239896
187.7058,0.74510376,0.02286855
187.70949,18.145697,0.02309624
187.71265,1.644022,0.0251033
187.71665,0.52722713,0.02326956
187.71873,28.971971,0.02672977
187.72752,21.247981,0.02761417
187.72943,3.4918519,0.01744784
187.73507,35.445074,0.02219587
187.74058,38.273762,0.02379529
187.74425,27.112964,0.02599869
187.74455,51.609939,0.01792265
187.74782,25.561853,0.02218932
187.74807,0.54210626,0.02379078
187.76408,46.910903,0.01215755
187.76468,50.104214,0.01053561
187.76647,5.8522841,0.02574171
187.77149,12.029859,0.02596421
187.77707,4.5882596,0.01378305
187.77833,39.945695,0.02861713
187.78098,0.46313575,0.02137726
187.78141,36.618868,0.02262556
187.78488,0.6137188,0.02308306
187.78955,44.712793,0.02319915
187.79601,0.60623968,0.02308712
187.80725,1.5133257,0.02521543
187.81104,58.188302,0.01047247
187.81241,14.196661,0.02029887
187.81916,31.341159,0.02870994
187.82847,27.449652,0.01496423
187.83321,14.195505,0.01990338
187.83593,3.1249072,0.01743314
187.83605,36.573802,0.02290933
187.83644,27.528984,0.02402921
187.83798,32.323637,0.02258516
187.84023,0.23978178,0.02327658
187.84175,0.60998867,0.02185817
187.8447,16.884595,0.02349431
187.84535,29.136482,0.01524254
187.8456,25.913989,0.02315745
187.85301,-3.6688219,0.0242866
187.85341,26.796144,0.0230832
187.85514,36.826119,0.02238558
187.85605,29.185609,0.01467835
187.87533,3.1330012,0.01513589
187.87675,2.7499263,0.02951719
187.87925,46.53532,0.0246345
187.88597,7.3055001,0.02440255
187.89365,37.980557,0.02376603
187.89392,37.982595,0.02373339
187.90266,1.3483767,0.02344545
187.90881,49.048307,0.02920169
187.90979,49.047504,0.02922236
187.92039,3.9263188,0.01510862
187.92181,0.95923912,0.02322375
187.92245,1.305983,0.02342442
187.93277,26.800176,0.02256364
187.93752,0.51189204,0.02255391
187.93887,27.149513,0.02328692
187.93981,0.45260806,0.02241663
187.94493,40.404607,0.02090363
187.94771,34.267173,0.0228488
187.94842,25.988335,0.020999
187.95039,39.15014,0.0243167
187.95995,27.386892,0.01497402
187.96295,52.401131,0.02238301
187.96595,52.400648,0.02227808
187.96902,52.402079,0.02233643
187.97199,52.400717,0.02221783
187.9786,19.108274,0.02263528
187.98399,43.972867,0.01707171
187.98483,5.0467246,0.02580718
187.98744,3.8893547,0.01492591
187.98787,5.0478858,0.02601305
187.98932,-2.8663925,0.02434903
187.99439,27.833906,0.02520777
188.00267,4.6505847,0.02596171
188.00274,50.63163,0.0295156
188.00275,14.178941,0.01931228
188.00814,42.547448,0.01279292
188.00878,46.346787,0.02454901
188.00889,49.630522,0.01446417
188.00893,49.631661,0.01451171
188.01481,26.148735,0.02926116
188.017,2.9585937,0.02941635
188.02082,35.679793,0.02248431
188.03158,50.623014,0.02960401
188.03378,56.471167,0.01535382
188.03683,8.0393643,0.02461594
188.03696,30.715329,0.02316101
188.03891,56.471125,0.01547631
188.03965,51.039154,0.0179892
188.04162,-3.0375653,0.02417427
188.04249,11.489031,0.02565575
188.04851,24.031947,0.02145417
188.06504,37.528248,0.02101149
188.07196,27.290677,0.02068166
188.07825,24.728255,0.0230777
188.08405,36.51337,0.02272952
188.08747,28.885569,0.01847881
188.08921,56.65643,0.01537645
188.09662,11.785803,0.02469566
188.10238,11.78759,0.02504798
188.10321,50.31594,0.02949588
188.10703,0.45712265,0.02308414
188.10712,39.590446,0.02041312
188.12076,39.590049,0.02084623
188.12124,11.374711,0.02538713
188.12673,31.374927,0.02852391
188.13816,47.117342,0.0247501
188.13995,18.473287,0.02317504
188.14209,14.579545,0.0238794
188.14481,45.767668,0.01984603
188.14823,11.115922,0.02457878
188.14897,44.054441,0.02533436
188.16378,7.8917993,0.02178901
188.1649,9.7952523,0.024379
188.1707,14.694833,0.02408294
188.17252,11.372343,0.02584801
188.17905,29.712392,0.02695457
188.18353,39.523787,0.02051041
188.1838,7.9394401,0.0241703
188.18531,-0.56910343,0.01576422
188.18558,11.322315,0.02463617
188.18801,21.024481,0.02267346
188.18853,11.387186,0.02376804
188.18935,50.270796,0.02913367
188.19508,11.550268,0.0251008
188.20087,29.390856,0.02680734
188.20217,50.271741,0.02940697
188.20259,36.273922,0.02126624
188.20739,3.2999091,0.01662258
188.20763,28.95878,0.02778545
188.20856,50.771338,0.02972933
188.21774,11.40438,0.02430982
188.21787,33.132694,0.01347569
188.21929,3.1830844,0.02910266
188.23519,32.142373,0.02212484
188.2365,11.390079,0.02435408
188.24852,-0.69951868,0.02403254
188.25749,56.869357,0.01508396
188.25768,47.848649,0.02958707
188.25987,39.419624,0.02060224
188.26582,26.140004,0.02930769
188.26958,27.298723,0.02384708
188.27218,17.403127,0.02669659
188.27466,29.29936,0.02672804
188.27565,21.388267,0.017782
188.27993,46.667059,0.02420337
188.28519,26.349372,0.02418039
188.29026,9.2532482,0.02464087
188.29028,47.81523,0.02506032
188.29341,31.14267,0.02285289
188.29358,7.8342256,0.02028814
188.29898,7.8516325,0.02181664
188.30439,50.286988,0.02961886
188.30682,11.174603,0.02451472
188.30707,12.247004,0.02613474
188.30713,27.584099,0.02433908
188.31083,3.2330994,0.01504352
188.33384,27.45056,0.02311135
188.33607,27.110509,0.02513769
188.33713,11.352298,0.02426947
188.33817,13.225445,0.024119
188.34008,-2.5966368,0.01652205
188.34123,41.56596,0.01298068
188.34634,46.626879,0.0244406
188.3494,44.540449,0.0195208
188.35647,13.233114,0.0242194
188.35679,40.742617,0.02869098
188.35784,40.219606,0.02880163
188.36653,40.827731,0.0199345
188.37069,26.738045,0.02169159
188.37502,26.779654,0.02305567
188.4082,49.121261,0.02414508
188.40903,6.8253808,0.01878866
188.40914,29.45067,0.01513794
188.41956,7.8393602,0.02189247
188.42234,27.459133,0.01508319
188.42299,47.625847,0.02986596
188.42639,26.617367,0.02381276
188.43364,29.628375,0.02657199
188.43701,-1.7876987,0.0230451
188.44579,46.756608,0.02422833
188.45172,24.314932,0.02199038
188.45695,13.962779,0.02032732
188.45983,39.519757,0.02406614
188.46325,66.577937,0.01450208
188.46518,16.894348,0.02609696
188.46767,39.263007,0.02041264
188.47292,47.656675,0.02566534
188.4919,-1.3910418,0.02307595
188.49844,47.72391,0.02896325
188.50578,46.988177,0.01877965
188.50836,21.355853,0.02790841
188.51226,43.412506,0.01993565
188.51298,43.416097,0.01957565
188.52118,2.1466435,0.0141347
188.52285,38.667428,0.02084319
188.52543,22.803209,0.02276762
188.52894,26.67079,0.02610021
188.53691,-0.35528086,0.02250151
188.54656,35.612766,0.0214883
188.5483,28.873966,0.02208367
188.55219,49.311878,0.02875631
188.55247,3.9204467,0.02578107
188.55481,-2.3589014,0.0229805
188.55805,8.2736237,0.02448346
188.56707,27.862249,0.02312723
188.57143,27.452304,0.02289906
188.57524,52.163154,0.02230469
188.58432,24.600077,0.0211023
188.58531,36.511964,0.02122284
188.60281,29.295175,0.02623413
188.60701,26.935227,0.02334324
188.60958,26.884654,0.02273504
188.61896,53.176892,0.02257301
188.63657,60.467755,0.02472972
188.64074,26.65785,0.02270004
188.64794,42.437818,0.01976889
188.65124,-2.1227486,0.02073695
188.65968,49.607657,0.02624721
188.66076,-2.9110008,0.02125157
188.66448,58.187565,0.01700315
188.66775,3.9657613,0.01215973
188.66953,44.395547,0.0193249
188.6704,3.3236501,0.01563314
188.67404,11.627077,0.02415468
188.67547,49.324634,0.02933529
188.68089,46.957832,0.02444167
188.68754,0.36662643,0.0226011
188.69349,10.176682,0.02685673
188.69369,39.5883,0.02025338
188.69508,3.0099944,0.01536338
188.69541,16.877708,0.02589764
188.69674,35.78111,0.02170218
188.70606,38.892274,0.02068322
188.71227,38.29995,0.01327483
188.71312,4.8735142,0.02213804
188.71667,1.8832034,0.01488493
188.7173,47.375944,0.0187042
188.71792,26.174969,0.02142579
188.71936,47.476634,0.0257396
188.7356,26.626573,0.0228743
188.7494,26.88412,0.02532806
188.75534,25.779717,0.02948717
188.75916,0.037663934,0.02279919
188.76091,37.945292,0.01100036
188.76355,27.079413,0.02458348
188.77407,31.239934,0.0280351
188.77919,29.942341,0.02253159
188.78095,26.90929,0.02270123
188.78377,26.739716,0.02576867
188.78481,9.1436758,0.02755168
188.78642,15.401184,0.01220244
188.78687,28.056373,0.02487669
188.78871,29.744197,0.02684434
188.79487,31.612412,0.02877145
188.79549,-0.22225629,0.02263155
188.79774,47.695792,0.02932543
188.7991,34.122222,0.02293628
188.80205,26.53343,0.02106481
188.80543,26.496009,0.02071653
188.80897,26.472358,0.02294511
188.81025,7.1374794,0.01877803
188.81177,24.548758,0.02146364
188.82488,6.5433328,0.02416143
188.82871,23.025798,0.02282929
188.83353,39.519196,0.02093891
188.83419,-0.17847756,0.0234992
188.8389,26.643071,0.02330116
188.84366,47.708357,0.02867007
188.84469,26.576735,0.02218365
188.84621,29.492674,0.0149989
188.8499,29.492086,0.01524291
188.85973,30.184329,0.02885292
188.88297,26.451091,0.02071988
188.88595,31.749326,0.02937149
188.88849,17.439567,0.02268549
188.89959,26.566689,0.02268471
188.90884,54.230594,0.01796137
188.90997,41.836984,0.0263174
188.91117,-0.20600075,0.02279582
188.9146,26.548775,0.02369143
188.91843,26.929298,0.02565078
188.91878,26.642953,0.02000061
188.92011,26.288023,0.02074026
188.92038,27.205489,0.02434412
188.92164,26.523081,0.02220849
188.9221,-3.598765,0.02387929
188.92225,26.482434,0.02247745
188.9226,26.285832,0.02101234
188.92331,48.90962,0.02845554
188.9237,26.222187,0.02136412
188.92667,26.909134,0.02635066
188.927,-0.215192,0.0233556
188.9318,-0.22378051,0.02313283
188.93263,27.280577,0.0241451
188.9333,26.576797,0.02257637
188.93608,41.929656,0.02805812
188.93891,30.024166,0.02676641
188.94107,26.908891,0.0247662
188.94819,26.755482,0.02346771
188.96598,38.376134,0.01300655
188.96888,4.6442712,0.01497239
188.96937,26.992136,0.02603421
188.97805,-1.853881,0.0229517
188.9783,26.818665,0.02387565
188.97864,-2.3858469,0.02288939
188.98219,26.422085,0.02112977
188.98283,39.492905,0.01993811
188.99356,26.96605,0.02462027
188.99562,-3.5627369,0.02343484
189.00048,54.220977,0.01787252
189.00355,26.635167,0.01215741
189.00921,26.785397,0.02519781
189.01268,54.223078,0.01739849
189.01628,27.078199,0.02407206
189.01947,26.59584,0.02171717
189.01996,26.899597,0.02610878
189.02517,47.301837,0.02441542
189.03198,46.643331,0.02421459
189.03835,7.5345104,0.02406212
189.0405,17.053472,0.02703415
189.04216,5.0861466,0.02114843
189.04517,48.821153,0.02879847
189.05109,26.756122,0.02457253
189.05175,26.466852,0.02189576
189.05365,26.941451,0.0245865
189.05474,-1.3158901,0.02405735
189.05784,-0.27630002,0.02252786
189.0586,48.522993,0.0243494
189.06016,42.636725,0.02849033
189.0613,14.01363,0.0263213
189.0615,47.888677,0.02871162
189.07089,20.998737,0.02768279
189.07787,27.753628,0.02460188
189.08819,27.03334,0.02510143
189.09411,26.93681,0.0237337
189.09919,27.031654,0.02441514
189.10806,8.9443862,0.02773175
189.10809,34.568263,0.02321853
189.11037,52.196201,0.02228761
189.12359,46.227532,0.02404966
189.12464,32.07979,0.02348403
189.12537,26.248617,0.02185781
189.12711,0.2211941,0.01242487
189.13209,19.664681,0.02216298
189.1351,28.028718,0.02549447
189.15379,26.234673,0.02279359
189.15773,24.428699,0.02295335
189.15859,24.428774,0.02308873
189.16158,40.265312,0.02359702
189.16625,26.829941,0.02435084
189.16918,27.147598,0.02547846
189.18096,26.11311,0.02081299
189.18167,2.5020805,0.01382591
189.18191,27.076057,0.02461519
189.18416,16.598708,0.02583283
189.18484,64.854694,0.02386411
189.18628,0.56337807,0.012473
189.1907,27.566833,0.02397683
189.19115,-2.3274081,0.0235806
189.19152,32.115753,0.02362805
189.20155,27.548942,0.02448556
189.20938,29.555357,0.02606848
189.2113,27.278153,0.02203281
189.22066,40.13185,0.02373555
189.22268,27.862036,0.02493349
189.2247,27.749113,0.02577687
189.23808,10.430347,0.02477379
189.23994,10.130296,0.02723236
189.2531,27.360246,0.02487377
189.264,10.413015,0.02451207
189.28559,20.160756,0.0274413
189.29131,34.399256,0.02187205
189.29752,8.6583015,0.02823739
189.30575,46.999529,0.01285498
189.30644,49.44823,0.02991295
189.31321,43.562865,0.02351826
189.31394,27.53323,0.02442367
189.31542,39.483146,0.02031516
189.31608,36.45841,0.02096046
189.32518,9.5358235,0.02146694
189.32773,26.552918,0.02189842
189.33365,28.147234,0.02531817
189.33783,28.208164,0.02556523
189.34168,14.329747,0.02648165
189.34475,30.474091,0.0281249
189.35268,23.864058,0.02294078
189.3619,27.202427,0.02564021
189.37778,8.155731,0.01313321
189.38001,3.384491,0.02100186
189.38982,4.3676842,0.01785236
189.39045,35.961111,0.02311663
189.39098,30.485182,0.01895087
189.40025,48.235484,0.01799355
189.40211,1.58889,0.01705606
189.40329,33.61517,0.02292585
189.40388,55.684563,0.0292729
189.41293,19.966747,0.02202247
189.42152,27.129563,0.01549253
189.42383,32.086725,0.02328157
189.42942,27.915038,0.02389468
189.43271,-1.7869774,0.02305274
189.43499,33.619107,0.0231357
189.43972,27.930661,0.02388203
189.44338,26.299089,0.02209725
189.44369,9.869035,0.02486624
189.44453,23.650246,0.02289115
189.44542,36.169857,0.02084847
189.44715,10.754241,0.02703679
189.46198,27.999984,0.02432159
189.47167,14.281306,0.02627026
189.47908,28.286074,0.02559682
189.48069,27.628197,0.02406704
189.48881,38.316303,0.02031868
189.49074,57.228861,0.01041774
189.49187,20.346436,0.02215686
189.4984,33.557906,0.0231739
189.50167,34.917749,0.02484603
189.50442,34.025313,0.02239656
189.5072,56.788936,0.02071284
189.50754,27.614018,0.02215028
189.51211,2.0596017,0.01711838
189.51235,41.299828,0.02002918
189.51236,0.17706989,0.01349675
189.51543,47.575687,0.02439154
189.51893,33.458829,0.02300392
189.52228,-0.027016383,0.01251297
189.52638,-0.40379856,0.02541314
189.52927,22.313653,0.02298076
189.53027,1.2461573,0.02575119
189.53202,22.698596,0.02322426
189.5478,53.98616,0.01838539
189.55088,39.485754,0.0202157
189.55241,25.410901,0.02155687
189.55278,26.49211,0.02230472
189.55534,28.937016,0.02436795
189.55778,50.848875,0.01722764
189.56015,10.163829,0.01948117
189.5663,35.387834,0.02310071
189.56925,28.88262,0.02551614
189.582,30.525765,0.02708098
189.59078,42.205503,0.02889948
189.59226,1.6791759,0.01632787
189.60257,10.63245,0.02472199
189.60523,40.225427,0.02569892
189.61112,46.959555,0.02558378
189.61375,28.480076,0.02369192
189.61459,29.436131,0.02389316
189.61986,1.7543449,0.01686655
189.62125,26.374336,0.02276944
189.62398,35.727141,0.02239834
189.62795,31.884253,0.01434899
189.63271,31.937998,0.02178567
189.63403,46.643345,0.0183971
189.64968,1.4022846,0.01735859
189.65322,0.62451333,0.0224256
189.65526,55.925715,0.0106726
189.65554,10.475864,0.02426798
189.66255,43.136658,0.02877594
189.66574,55.445412,0.01586285
189.66661,36.896324,0.02239555
189.67351,23.336604,0.02069937
189.68467,32.017931,0.0222396
189.68499,27.718092,0.02216518
189.6893,6.768155,0.01869465
189.68951,31.879468,0.02242208
189.6908,42.736842,0.02389705
189.69367,0.32253786,0.02280918
189.69852,28.841742,0.02418395
189.70014,32.091495,0.01446361
189.70062,0.27001555,0.02273661
189.70188,32.094917,0.01421708
189.70333,31.984887,0.02316415
189.70569,42.644771,0.02616149
189.70587,29.972408,0.02327889
189.71954,7.1150707,0.02395522
189.72823,51.781532,0.02747385
189.73193,26.073017,0.02551256
189.74354,27.563622,0.02239498
189.75145,28.314596,0.02513989
189.75372,47.734618,0.02416346
189.75468,0.36557387,0.02301519
189.75513,47.735535,0.02400031
189.75529,26.303581,0.02602459
189.75675,18.200782,0.02645132
189.75924,0.25705319,0.0219085
189.77136,-2.4835327,0.02298732
189.77276,26.914318,0.02389855
189.7734,0.28292159,0.02355277
189.77611,-2.5081948,0.02324519
189.78329,30.406543,0.0234421
189.7835,18.868733,0.02220147
189.78494,4.6776304,0.02839906
189.7851,33.548304,0.02267003
189.78912,28.269848,0.02539087
189.79228,56.671313,0.01574884
189.79746,0.71748173,0.01695743
189.79776,28.005253,0.02415282
189.80105,27.74318,0.02634574
189.81149,33.357692,0.02243289
189.81302,27.714494,0.0257757
189.81543,11.269769,0.01059851
189.82042,18.358429,0.02238386
189.82136,26.67777,0.02200185
189.82508,27.908648,0.02159126
